Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,TDS
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,83.17,SJRcorridor,W,459
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,48.07,SJRcorridor,W,124
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,50.11,SJRcorridor,W,111
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,68.77,SJRcorridor,W,190
Old River South of Rock Slough (St 5A),6/24/1972,970,93.34177705,OMR,BN,652
Old River South of Rock Slough (St 5A),6/24/1972,818,93.34177705,OMR,BN,478
Old River South of Rock Slough (St 5A),6/24/1972,625,93.34177705,OMR,BN,372
Old River South of Rock Slough (St 5A),6/24/1972,627,93.34177705,OMR,BN,358
Old River South of Rock Slough (St 5A),6/25/1972,970,93.79838621,OMR,BN,446
Old River South of Rock Slough (St 5A),6/26/1972,700,93.98192603,OMR,BN,415
Old River South of Rock Slough (St 5A),6/27/1972,786,94.28595728,OMR,BN,454
Old River South of Rock Slough (St 5A),6/28/1972,1400,93.50734356,OMR,BN,784
Old River South of Rock Slough (St 5A),6/28/1972,904,93.50734356,OMR,BN,522
Old River South of Rock Slough (St 5A),6/29/1972,1480,93.04418194,OMR,BN,886
Old River South of Rock Slough (St 5A),6/29/1972,1010,93.04418194,OMR,BN,561
Old River South of Rock Slough (St 5A),6/30/1972,1570,92.10107177,OMR,BN,893
Old River South of Rock Slough (St 5A),7/6/1972,1510,86.35065233,OMR,BN,865
Old River South of Rock Slough (St 5A),7/6/1972,1340,86.35065233,OMR,BN,746
Old River South of Rock Slough (St 5A),7/11/1972,1120,86.44946351,OMR,BN,641
Old River South of Rock Slough (St 5A),7/11/1972,1120,86.44946351,OMR,BN,632
P8 - San Joaquin River @ Buckley Cove,4/3/1973,518,56.44,SJRcorridor,AN,272
P8 - San Joaquin River @ Buckley Cove,5/1/1973,732,71.51,SJRcorridor,AN,388
P8 - San Joaquin River @ Buckley Cove,6/5/1973,390,75.04,SJRcorridor,AN,193
P8 - San Joaquin River @ Buckley Cove,7/2/1973,412,83.15,SJRcorridor,AN,195
P8 - San Joaquin River @ Buckley Cove,7/31/1973,410,85.29,SJRcorridor,AN,209
P8 - San Joaquin River @ Buckley Cove,8/28/1973,415,83.35,SJRcorridor,AN,207
P8 - San Joaquin River @ Buckley Cove,9/25/1973,648,73.56,SJRcorridor,AN,328
P8 - San Joaquin River @ Buckley Cove,10/15/1973,530,74.39,SJRcorridor,W,292
P8 - San Joaquin River @ Buckley Cove,11/13/1973,647,72.91,SJRcorridor,W,320
P8 - San Joaquin River @ Buckley Cove,12/11/1973,600,54.96,SJRcorridor,W,323
P8 - San Joaquin River @ Buckley Cove,1/9/1974,249,52.4,SJRcorridor,W,148
P8 - San Joaquin River @ Buckley Cove,2/6/1974,403,51,SJRcorridor,W,209
P8 - San Joaquin River @ Buckley Cove,3/25/1974,518,51.69,SJRcorridor,W,312
P8 - San Joaquin River @ Buckley Cove,4/25/1974,395,55.61,SJRcorridor,W,236
P8 - San Joaquin River @ Buckley Cove,5/9/1974,430,63.22,SJRcorridor,W,257
P8 - San Joaquin River @ Buckley Cove,5/22/1974,328,66.01,SJRcorridor,W,180
P8 - San Joaquin River @ Buckley Cove,6/5/1974,354,66.07,SJRcorridor,W,209
P8 - San Joaquin River @ Buckley Cove,6/24/1974,332,70,SJRcorridor,W,175
P8 - San Joaquin River @ Buckley Cove,7/8/1974,280,76.89,SJRcorridor,W,155
P8 - San Joaquin River @ Buckley Cove,7/22/1974,289,75.63,SJRcorridor,W,150
P8 - San Joaquin River @ Buckley Cove,8/6/1974,229,75.77,SJRcorridor,W,151
P8 - San Joaquin River @ Buckley Cove,8/22/1974,282,71.49,SJRcorridor,W,140
P8 - San Joaquin River @ Buckley Cove,9/5/1974,504,66.74,SJRcorridor,W,283
P8 - San Joaquin River @ Buckley Cove,9/18/1974,529,61.93,SJRcorridor,W,311
P8 - San Joaquin River @ Buckley Cove,10/1/1974,388,64.59,SJRcorridor,W,236
P8 - San Joaquin River @ Buckley Cove,10/16/1974,510,65.98,SJRcorridor,W,281
P8 - San Joaquin River @ Buckley Cove,11/6/1974,313,66.51,SJRcorridor,W,187
P8 - San Joaquin River @ Buckley Cove,11/18/1974,405,65.81,SJRcorridor,W,244
P8 - San Joaquin River @ Buckley Cove,2/3/1975,508,75.04,SJRcorridor,W,298
P8 - San Joaquin River @ Buckley Cove,3/18/1975,335,53.72,SJRcorridor,W,205
P8 - San Joaquin River @ Buckley Cove,4/1/1975,315,50.67,SJRcorridor,W,200
P8 - San Joaquin River @ Buckley Cove,4/16/1975,395,56.46,SJRcorridor,W,235
P8 - San Joaquin River @ Buckley Cove,5/1/1975,549,60.78,SJRcorridor,W,325
P8 - San Joaquin River @ Buckley Cove,5/15/1975,453,64.74,SJRcorridor,W,292
P8 - San Joaquin River @ Buckley Cove,6/3/1975,333,63.48,SJRcorridor,W,185
P8 - San Joaquin River @ Buckley Cove,6/17/1975,187,58.41,SJRcorridor,W,116
P8 - San Joaquin River @ Buckley Cove,7/1/1975,415,65.61,SJRcorridor,W,257
P8 - San Joaquin River @ Buckley Cove,7/15/1975,560,72.79,SJRcorridor,W,320
P8 - San Joaquin River @ Buckley Cove,8/12/1975,426,77.41,SJRcorridor,W,238
P8 - San Joaquin River @ Buckley Cove,8/25/1975,566,72.51,SJRcorridor,W,317
P8 - San Joaquin River @ Buckley Cove,9/11/1975,620,72.51,SJRcorridor,W,347
P8 - San Joaquin River @ Buckley Cove,9/26/1975,512,68.12,SJRcorridor,W,296
P8 - San Joaquin River @ Buckley Cove,10/9/1975,403,69.58,SJRcorridor,C,239
P8 - San Joaquin River @ Buckley Cove,10/23/1975,262,64.39,SJRcorridor,C,150
P8 - San Joaquin River @ Buckley Cove,11/26/1975,472,68.82,SJRcorridor,C,292
Old River South of Rock Slough (St 5A),12/10/1975,142,66.57013895,OMR,C,89
P8 - San Joaquin River @ Buckley Cove,12/23/1975,422,69.03,SJRcorridor,C,261
Old River South of Rock Slough (St 5A),12/29/1975,160,69.22727052,OMR,C,99
Old River South of Rock Slough (St 5A),1/6/1976,180,71.21442848,OMR,C,119
Old River South of Rock Slough (St 5A),1/13/1976,199,75.36424222,OMR,C,134
Old River South of Rock Slough (St 5A),1/20/1976,188,80.2100418,OMR,C,115
P8 - San Joaquin River @ Buckley Cove,1/22/1976,445,76.64,SJRcorridor,C,268
Old River South of Rock Slough (St 5A),1/27/1976,193,77.97062911,OMR,C,120
Old River South of Rock Slough (St 5A),2/3/1976,212,81.80059965,OMR,C,130
Old River South of Rock Slough (St 5A),2/10/1976,254,83.87040675,OMR,C,156
Old River South of Rock Slough (St 5A),2/17/1976,285,83.10337182,OMR,C,164
P8 - San Joaquin River @ Buckley Cove,2/19/1976,783,82.29,SJRcorridor,C,454
Old River South of Rock Slough (St 5A),2/26/1976,262,81.37221634,OMR,C,158
Old River South of Rock Slough (St 5A),3/4/1976,295,79.54923954,OMR,C,175
P8 - San Joaquin River @ Buckley Cove,3/9/1976,827,75.28,SJRcorridor,C,509
Old River South of Rock Slough (St 5A),3/9/1976,255,75.28454988,OMR,C,146
Old River South of Rock Slough (St 5A),3/16/1976,263,77.79029395,OMR,C,159
P8 - San Joaquin River @ Buckley Cove,3/22/1976,633,80.53,SJRcorridor,C,359
Old River South of Rock Slough (St 5A),3/24/1976,290,81.91757802,OMR,C,172
Old River South of Rock Slough (St 5A),4/1/1976,351,82.93810488,OMR,C,212
P8 - San Joaquin River @ Buckley Cove,4/6/1976,699,83.05,SJRcorridor,C,375
Old River South of Rock Slough (St 5A),4/6/1976,348,83.05086025,OMR,C,203
Old River South of Rock Slough (St 5A),4/13/1976,326,78.67838168,OMR,C,182
P8 - San Joaquin River @ Buckley Cove,4/20/1976,802,77.05,SJRcorridor,C,462
Old River South of Rock Slough (St 5A),4/28/1976,257,78.6716198,OMR,C,157
Old River South of Rock Slough (St 5A),5/6/1976,260,82.95644102,OMR,C,142
P8 - San Joaquin River @ Buckley Cove,5/6/1976,606,82.96,SJRcorridor,C,329
Old River South of Rock Slough (St 5A),5/18/1976,349,87.20051714,OMR,C,192
P8 - San Joaquin River @ Buckley Cove,5/20/1976,494,86.25,SJRcorridor,C,297
Old River South of Rock Slough (St 5A),5/27/1976,398,85.73539321,OMR,C,217
Old River South of Rock Slough (St 5A),6/1/1976,446,86.50645273,OMR,C,251
P8 - San Joaquin River @ Buckley Cove,6/3/1976,465,86.06,SJRcorridor,C,288
Old River South of Rock Slough (St 5A),6/10/1976,460,86.24558722,OMR,C,266
Old River South of Rock Slough (St 5A),6/25/1976,567,86.50100266,OMR,C,314
Old River South of Rock Slough (St 5A),7/2/1976,567,88.80012135,OMR,C,318
P8 - San Joaquin River @ Buckley Cove,7/7/1976,472,87.94,SJRcorridor,C,288
Old River South of Rock Slough (St 5A),7/7/1976,548,87.94264314,OMR,C,312
Old River South of Rock Slough (St 5A),7/15/1976,566,88.67818386,OMR,C,306
Old River South of Rock Slough (St 5A),7/15/1976,566,88.67818386,OMR,C,306
P8 - San Joaquin River @ Buckley Cove,7/20/1976,487,85.69,SJRcorridor,C,303
Old River South of Rock Slough (St 5A),7/22/1976,571,85.42715675,OMR,C,316
Old River South of Rock Slough (St 5A),7/22/1976,571,85.42715675,OMR,C,316
Old River South of Rock Slough (St 5A),8/3/1976,668,85.66917278,OMR,C,390
P8 - San Joaquin River @ Buckley Cove,8/3/1976,418,85.67,SJRcorridor,C,274
Old River South of Rock Slough (St 5A),8/12/1976,525,85.92286507,OMR,C,314
Old River South of Rock Slough (St 5A),8/23/1976,425,84.52429961,OMR,C,252
P8 - San Joaquin River @ Buckley Cove,8/27/1976,500,84.37,SJRcorridor,C,276
Old River South of Rock Slough (St 5A),8/30/1976,465,83.96095388,OMR,C,266
Old River South of Rock Slough (St 5A),9/10/1976,524,85.09946008,OMR,C,276
P8 - San Joaquin River @ Buckley Cove,9/14/1976,410,85.13,SJRcorridor,C,248
Old River South of Rock Slough (St 5A),9/17/1976,575,85.56655881,OMR,C,298
P8 - San Joaquin River @ Buckley Cove,9/27/1976,498,88.7,SJRcorridor,C,326
Old River South of Rock Slough (St 5A),9/29/1976,737,88.66226543,OMR,C,401
Old River South of Rock Slough (St 5A),10/8/1976,626,89.25179208,OMR,C,369
P8 - San Joaquin River @ Buckley Cove,10/13/1976,749,89.7,SJRcorridor,C,398
P8 - San Joaquin River @ Buckley Cove,10/28/1976,819,91.57,SJRcorridor,C,458
P8 - San Joaquin River @ Buckley Cove,11/10/1976,1075,92.93,SJRcorridor,C,633
Old River South of Rock Slough (St 5A),12/15/1976,902,94.22153803,OMR,C,490
Old River South of Rock Slough (St 5A),1/6/1977,988,92.67386711,OMR,C,529
Old River South of Rock Slough (St 5A),1/20/1977,813,91.05034635,OMR,C,436
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1000,90.99,SJRcorridor,C,553
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1050,90.99,SJRcorridor,C,464
Old River South of Rock Slough (St 5A),2/7/1977,1160,94.06067372,OMR,C,646
P8 - San Joaquin River @ Buckley Cove,2/23/1977,942,93.1,SJRcorridor,C,581
P8 - San Joaquin River @ Buckley Cove,2/23/1977,932,93.1,SJRcorridor,C,589
Old River South of Rock Slough (St 5A),3/2/1977,1180,90.26821064,OMR,C,659
P8 - San Joaquin River @ Buckley Cove,3/10/1977,791,93.08,SJRcorridor,C,467
P8 - San Joaquin River @ Buckley Cove,3/10/1977,779,93.08,SJRcorridor,C,480
Old River South of Rock Slough (St 5A),3/15/1977,1080,93.69341681,OMR,C,591
P8 - San Joaquin River @ Buckley Cove,3/28/1977,792,93.23,SJRcorridor,C,479
P8 - San Joaquin River @ Buckley Cove,3/28/1977,812,93.23,SJRcorridor,C,480
Old River South of Rock Slough (St 5A),3/29/1977,1300,92.15314133,OMR,C,737
Old River South of Rock Slough (St 5A),4/8/1977,1260,95.5432589,OMR,C,699
P8 - San Joaquin River @ Buckley Cove,4/12/1977,726,93.62,SJRcorridor,C,423
P8 - San Joaquin River @ Buckley Cove,4/12/1977,814,93.62,SJRcorridor,C,461
Old River South of Rock Slough (St 5A),4/20/1977,1250,94.53718803,OMR,C,680
P8 - San Joaquin River @ Buckley Cove,4/26/1977,658,94.73,SJRcorridor,C,347
P8 - San Joaquin River @ Buckley Cove,4/26/1977,677,94.73,SJRcorridor,C,360
Old River South of Rock Slough (St 5A),5/5/1977,1150,94.55252563,OMR,C,618
P8 - San Joaquin River @ Buckley Cove,5/10/1977,686,93.6,SJRcorridor,C,369
P8 - San Joaquin River @ Buckley Cove,5/10/1977,692,93.6,SJRcorridor,C,384
Old River South of Rock Slough (St 5A),5/18/1977,991,92.05772441,OMR,C,542
P8 - San Joaquin River @ Buckley Cove,5/25/1977,685,93.87,SJRcorridor,C,371
P8 - San Joaquin River @ Buckley Cove,6/6/1977,617,96.29,SJRcorridor,C,346
P8 - San Joaquin River @ Buckley Cove,6/6/1977,659,96.29,SJRcorridor,C,382
Old River South of Rock Slough (St 5A),6/9/1977,1050,97.08249253,OMR,C,586
Old River South of Rock Slough (St 5A),6/23/1977,1390,95.42512283,OMR,C,751
P8 - San Joaquin River @ Buckley Cove,6/23/1977,610,95.43,SJRcorridor,C,332
P8 - San Joaquin River @ Buckley Cove,6/23/1977,635,95.43,SJRcorridor,C,349
P8 - San Joaquin River @ Buckley Cove,7/8/1977,652,93.63,SJRcorridor,C,345
Old River South of Rock Slough (St 5A),7/12/1977,1540,94.29014398,OMR,C,828
Old River South of Rock Slough (St 5A),7/20/1977,1690,95.79344749,OMR,C,900
P8 - San Joaquin River @ Buckley Cove,7/21/1977,691,95.79,SJRcorridor,C,372
P8 - San Joaquin River @ Buckley Cove,7/21/1977,692,95.79,SJRcorridor,C,369
Old River South of Rock Slough (St 5A),7/26/1977,1490,94.6464473,OMR,C,796
Old River South of Rock Slough (St 5A),8/2/1977,1400,95.68394653,OMR,C,780
P8 - San Joaquin River @ Buckley Cove,8/9/1977,685,94.66,SJRcorridor,C,368
P8 - San Joaquin River @ Buckley Cove,8/9/1977,680,94.66,SJRcorridor,C,377
Old River South of Rock Slough (St 5A),8/9/1977,1350,94.66206153,OMR,C,760
Old River South of Rock Slough (St 5A),8/16/1977,1420,95.12016685,OMR,C,812
P8 - San Joaquin River @ Buckley Cove,8/22/1977,703,95.23,SJRcorridor,C,380
P8 - San Joaquin River @ Buckley Cove,8/22/1977,717,95.23,SJRcorridor,C,389
Old River South of Rock Slough (St 5A),8/23/1977,1300,95.4484552,OMR,C,717
Old River South of Rock Slough (St 5A),8/30/1977,1460,96.31383784,OMR,C,811
P8 - San Joaquin River @ Buckley Cove,9/2/1977,676,97.64,SJRcorridor,C,359
P8 - San Joaquin River @ Buckley Cove,9/2/1977,695,97.64,SJRcorridor,C,382
Old River South of Rock Slough (St 5A),9/6/1977,1460,95.3442764,OMR,C,805
Old River South of Rock Slough (St 5A),9/13/1977,1620,97.75189249,OMR,C,869
Old River South of Rock Slough (St 5A),9/20/1977,1510,94.30759826,OMR,C,827
P8 - San Joaquin River @ Buckley Cove,9/20/1977,667,94.31,SJRcorridor,C,357
P8 - San Joaquin River @ Buckley Cove,9/20/1977,672,94.31,SJRcorridor,C,362
Old River South of Rock Slough (St 5A),9/27/1977,1490,93.68297047,OMR,C,821
P8 - San Joaquin River @ Buckley Cove,10/4/1977,766,95.16,SJRcorridor,AN,388
P8 - San Joaquin River @ Buckley Cove,10/4/1977,827,95.16,SJRcorridor,AN,424
Old River South of Rock Slough (St 5A),10/4/1977,1490,95.16189775,OMR,AN,813
Old River South of Rock Slough (St 5A),10/25/1977,1370,98.51353899,OMR,AN,758
Old River South of Rock Slough (St 5A),11/1/1977,1530,97.79821424,OMR,AN,836
